filiere;hentad;niveaux;liveoù;Dep;uai;nom;anv;adresse;choml;cp-kp;commune;kumun;code_insee-kod_ebssa;telephone-pgz;telecopie-plr;courriel-posteler;autre_courriel-posteler_all;internet-kenrouedad;latitude-ledred;longitude-hedred
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561033U;Ecole primaire Notre-Dame des Fleurs;Skol kentañ derez Intron-Varia ar Bleuñv;2 rue du Presbytère;2 straed Porzh ar Person;56440;LANGUIDIC;LANGEDIG;56101;02 97 65 28 83;02 97 65 13 76;ec.0561033U@ac-rennes.fr;_;http://ndflanguidic.toutemonecole.com/ecole.php?e=1095;47.831221369546476;-3.156060021909698
Catholique;Katolik;Collège;Skolaj;56;0560143B;Collège Saint Aubin;Skolaj Sant Albin;4 rue Saint Aubin;4 straed Sant Albin;56440;LANGUIDIC;LANGEDIG;56101;02 97 65 86 08;02 97 65 28 17;ec.0561033U@ac-rennes.fr;col.staubin@orange.fr;http://collegesaintaubin.net;47.83125892917286;-3.1538697113661938
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560244L;Ecole publique Georges Brassens;Skol bublik Georges Brassens;3 rue Saint-Aubin;3 straed Sant Albin;56440;LANGUIDIC;LANGEDIG;56101;02 97 65 81 90;02 97 65 20 66;ec.0560244l@ac-rennes.fr;brassens.languidic@free.fr ;http://brassens.languidic.free.fr/;47.83227212217952;-3.15533997458225
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560324Y;Ecole Les Chaumières;Skol an Tier-plouz;Le Bourg;Ar Vourc'h;56240;LANVAUDAN;LANVODAN;56104;02 97 33 35 62;_;ec.0560324y@ac-rennes.fr;_;_;47.90019332624199;-3.2610694886450244
Public;Publik;Ecole maternelle;Skol-vamm;56;0561807k;La Farandole;Ar Farandolenn;Impasse de la Croix;Hent-dall ar Groez;56190;LAUZACH;LAOZAG;56109;297670912;_;ec.0561807k@ac-rennes.fr;_;_;47.613267763601016;-2.543099716415298
Public;Publik;Ecole maternelle;Skol-vamm;56;0560788C;Ecole du Brugoù;Skol ar Brugoù;202 rue du Brugoù;202 straed ar Brugoù;56320;LE FAOUET;AR FAOUED;56057;297230948;_;ec.0560788C@ac-rennes.fr;_;_;48.0338738503603;-3.495480235202694
Public;Publik;Ecole maternelle;Skol-vamm;56;0561510M;Ecole Stanislas Poumet;Skol Stanislas Poumet;Rue des Remparts;Straed ar Ramparzhioù;56360;LE PALAIS ;PORZH-LAE;56152;297314234;_;  ec.0561510m@ac-rennes.fr;_;_;47.34457265473952;-3.154300587158149
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561055T;Ecole Notre-Dame du Plasker;Skol Itron-Varia ar Plaskêr;8 rue Jean-Marie de Lamennais;8 straed Jean-Marie de Lamennais;56500;LOCMINE;LOGUNEC'H;56117;02 97 60 02 86;02 97 60 04 65;ec.0561055T@ac-rennes.fr;nd-plasker@orange.fr;http://www.ecolenotredameduplasker.fr/;47.89111068899817;-2.836179985119896
Catholique;Katolik;Collège;Skolaj;56;0561377T;Collège Jean-Pierre Calloc'h;Skolaj Yann-Bêr Kalloc'h;Kersorn;Kersorn;56500;LOCMINE;LOGUNEC'H;56117;02 97 60 03 14;02 97 60 54 63;ce.0561377T@ac-rennes.fr;jpcalloch@orange.fr;http://www.collegecalloch.fr/wordpress/;47.88041225681532;-2.8469323557393524
Public;Publik;Ecole maternelle;Skol-vamm;56;0560408P;Ecole Ti Douar;Skol Ti Douar;Rue Jean Macé;Straed Jean Macé;56570;LOCMIQUELIC;LOKMIKAELIG;56118;02 97 33 40 14;_;ec.0560408p@ac-rennes.fr;_;_;47.72810169711316;-3.3434203163977636
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561497y;Ecole Jean Marie Georgeault;Skol Jean Marie Georgeault;35 rue de la Mairie;35 straed an Ti-kêr;56570;LOCMIQUELIC;LOKMIKAELIG;56118;02 97 33 77 20;_;ec.0561497y@ac-rennes.fr;_;_;47.727218214984056;-3.3411495312514954
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561059X;Ecole Notre-Dame des Fleurs;Skol Itron-Varia ar Bleuñv;Rue Kinvara;Straed Cinn Mhara;56550;LOCOAL-MENDON;LOKOAL-MENDON;56119;02 97 24 65 43;_;ec.0561059X@ac-rennes.fr;ecolenddesfleurs@wanadoo.fr;http://ecolenddesfleurs.fr/;47.7136399452252;-3.1045506162255054
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561438J;École François Tanguy;Skol François Tangi;35-37 Rue Joseph Henaff;35-37 Straed Joseph Henañv;56100;LORIENT;AN ORIANT;56121;02 97 37 31 35;02 97 37 28 50;ec.0561438J@ac-rennes.fr;_;https://ecolefrancoistanguylorient.fr/;47.74911666615261;-3.3937699949516964
Catholique;Katolik;Ecole maternelle;Skol-vamm;56;0561581P;Ecole Sainte Marie Pie X;Skol an Intron-Varia Pi X;26 rue du 62ème Régiment d'Infanterie;26 straed an 62vet Rejimant Troadegiezh;56100;LORIENT;AN ORIANT;56121;297210233;_;ec.0561581P@ac-rennes.fr;_;_;47.75189997277156;-3.362686027737075
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561626N;Skol Diwan an Oriant;Skol Diwan an Oriant;1 rue Ferdinand Buisson;1 straed Ferdinand Buisson;56100;LORIENT;AN ORIANT;56121;02 97 87 83 85;02 97 87 83 85;diwan.anoriant@gmail.com;_;http://www.diwananoriant.org/;47.755651468103395;-3.38003010586763
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560425H;Ecole Merville;Skol Merville;4 avenue Jean Jaurès;4 bali Jean Jaurès;56100;LORIENT;AN ORIANT;56121;02 97 21 09 30;_;ec.0560425h@ac-rennes.fr;_;_;47.745048351701016;-3.369559661411496
Public;Publik;Ecole maternelle;Skol-vamm;56;0560428L;Ecole Nouvelle Ville;Skol Kernevez Dianaou;43 rue Duguay-Trouin;43 straed Duguay-Trouin;56100;LORIENT;AN ORIANT;56121;02 97 21 85 90 ;02 97 84 73 58;ec.0560428l@ac-rennes.fr;_;_;47.74278692042207;-3.3639002661643604
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561565X;Ecole Nouvelle Ville;Skol Kernevez Dianaou;Rue Lesage;Straed Lesage;56100;LORIENT;AN ORIANT;56121;02 97 64 17 08;_;ec.0561565x@ac-rennes.fr;_;_;47.74256524001517;-3.363560462336631
Public;Publik;Collège;Skolaj;56;0560029C;Collège Auguste Brizeux;Skolaj Aogust Brizeug;Rue Etienne Perault, BP 2127;Straed Etienne Perault, BP 2127;56100;LORIENT;AN ORIANT;56121;02 97 21 10 33;02 97 64 75 46;Ce.0560029c@ac-rennes.fr;_;http://www.college-brizeux-lorient.ac-rennes.fr;47.74406183756184;-3.361000586410473
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561676T;Ecole publique Félix Bellamy;Skol bublik Félix Bellamy;1 rue de Brocéliande;1 straed Breselien;56430;MAURON;MAORON;56127;02 97 22 65 87 / 02 97 22 63 44;_;ec.0561676t@ac-rennes.fr;_;_;48.07970235629735;-2.284680264714773
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561181E;Ecole  Notre-Dame Du Guelhouit;Skol Itron-Varia ar Gelouid;1 Rue ar Fetan;1 straed ar Fetan;56310;MELRAND;MÊLRANT;56128;02 97 39 58 42;02 97 39 58 42;ec.0561181E@ac-rennes.fr;_;_;47.980228420799826;-3.1059597383632354
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561194U;Notre Dame de la Croix;Intron-Varia ar Groez;10 rue Joachim Lamour;10 straed Joachim an Amour;56250;MONTERBLANC;STERWENN;56137;297459516;_;ec.0561194U@ac-rennes.fr ;_;_;47.74423668723095;-2.6839597941096374
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561196W;Ecole Saint-Cyr;Skol Sant Kirig;Parco;Parco;56500;MOREAC;MOURIEG;56140;02 97 60 10 26 / 02 97 60 25 79;02 97 60 11 26;ec.0561196W@ac-rennes.fr;direction@ecole-stcyr-stejulitte.com;http://www.ecole-stcyr-stejulitte.com/;47.92167795574246;-2.817669390066611
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561204E;Ecole Sainte-Bernadette;Skol Santez Bernadeta;20 rue Chateaubriand;20 straed Chateaubriand;56190;MUZILLAC;MUZILHEG;56143;02 97 41 67 38;02 97 41 43 48;ec.0561204E@ac-rennes.fr;eco.stebe.muzillac@wanadoo.fr;https://sites.google.com/site/ecolesaintebernadettemuzillac/;47.55400824694944;-2.4797403243800575
Catholique;Katolik;Collège;Skolaj;56;0560153M;Collège Sainte-Thérèse;Skolaj Santez-Tereza;5 rue du Stade, BP 3;5 straed ar Stad, BP 3;56190;MUZILLAC;MUZILHEG;56143;02 97 41 69 89;02 97 41 56 88;ce.0560153M@ac-rennes.fr;_;_;47.55581485056339;-2.4789501330609096
Catholique;Katolik;Ecole maternelle;Skol-vamm;56;0561217U;Ecole du Sacré Cœur;Skol ar Galon Sakr;1 rue des Ecoles;1 straed ar Skolioù;56190;NOYAL-MUZILLAC;NOAL-MUZILHEG;56149;02 97 41 54 10;_;ec.0561217U@ac-rennes.fr;_;http://www.ecole-sc-noyalmac.info/;47.591016448239586;-2.454459788096136
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561072L;École la Colombe;Skol ar Goulm;1 avenue des Carrières;1 bali ar Mengleuzioù;56130;PEAULE;PLEAOL;56153;02 97 42 91 69;02 97 42 91 69;ec.0561072L@ac-rennes.fr;_;_;47.57849558964711;-2.35448055639644
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560343U;École la Marelle;Skol ar Varell;Rue de la Cité des Fleurs;Straed Kêrig ar Bleuñv;56220;PEILLAC;PAOLIEG;56154;02 99 91 31 74;_;ec.0560343u@ac-rennes.fr;_;_;47.71345775934743;-2.2205896503654654
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561081W;Ecole Sainte-Anne;Skol Santez Anna;88 avenue du Général de Gaulle;88 bali ar Jeneral de Gaulle;56890;PLESCOP;PLESKOB;56158;02 97 60 72 94;_;ec.0561081W@ac-rennes.fr;eco56.stean.plescop@eco.ecbretagne.org;http://ste-anne-plescop.fr/;47.69909700547817;-2.8067504888577113
Public;Publik;Ecole maternelle;Skol-vamm;56;0561527f;Ecole Françoise Dolto;Skol Françoise Dolto;6 rue Sainte Anne;6 straed Santez Anna;56890;PLESCOP;PLESKOB;56158;02 97 60 89 50;_;ec.0561527f@ac-rennes.fr;_;_;47.69881977300653;-2.807860599294921
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560251U;École publique du Groez-Ven;Skol bublik ar Groez Vaen;Rue des écoles;straed ar Skolioù;56400;PLOEMEL;PLEÑVER;56161;02 97 56 83 63;02 97 56 83 63;ec.0560251u@ac-rennes.fr;_;_;47.652223109101506;-3.0707599254539755
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560354F;Groupe scolaire Prévert/Desnos;Strollad skolioù Prévert/Desnos;Rue François Mitterrand;Straed François Mitterrand;56270;PLOEMEUR;PLAÑVOUR;56162;02 97 86 38 89;_;ec.0560354f@ac-rennes.fr;_;_;47.732450735327056;-3.423030450100975
Public;Publik;Ecole maternelle;Skol-vamm;56;0561483h;Ecole La Châtaigneraie;Skol Ar Gistineg;Bourg;Bourc'h;56270;PLOEMEUR;PLAÑVOUR;56162;297862578;_;ec.0561483h@ac-rennes.fr;_;_;47.73573293432061;-3.4271404386335913
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0560355g;Ecole Marcel Pagnol;Skol Marcel Pagnol;Rue Villemain;Straed Villemain;56270;PLOEMEUR;PLAÑVOUR;56162;297863251;_;ec.0560355g@ac-rennes.fr;_;_;47.734661655466276;-3.433279590323672
Public;Publik;Collège;Skolaj;56;0560802t;Collège Charles de Gaulle;Skolaj Charles de Gaulle;2 rue des Pommiers - BP 66;2 straed ar Gwez-avaloù - BP 66;56274;PLOEMEUR;PLAÑVOUR;56162;297863055;_;Ce.0560802t@ac-rennes.fr;_;_;47.73477574469644;-3.435109899172321
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560364S;Ecole publique Georges Brassens;Skol bublik Georges Brassens;4 rue des Eglantiers;4 straed ar Bod-Agroez;56880;PLOEREN;PLOVEREN;56164;02 97 40 01 70;_;ec.0560364s@ac-rennes.fr;_;http://www.ecole-publique-ploeren.ac-rennes.fr/;47.655621950911595;-2.870620126374274
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561617D;Ecole Jules Verne;Skol Jules Verne;50 rue de Redon;50 straed Redon;56800;PLOERMEL;PLOERMAEL;56165;02 97 74 08 93;_;ec.0561617d@ac-rennes.fr;_;_;47.92525790445585;-2.3960894931227794
Public;Publik;Ecole maternelle;Skol-vamm;56;0560371Z;Ecole maternelle Arc-en-Ciel;Skol-vamm Lagadenn-bleiz;4 rue Brizeux;4 straed Brizeug;56240;PLOUAY;PLOUE;56166;02 97 33 35 22;_;ec.0560371z@ac-rennes.fr;_;_;47.91546436209382;-3.3389694843962303
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561406Z;Ecole élémentaire de Manéhouarne;Skol-gentañ Manehouarn;Rue de Manehouarn;Straed Manehouarn;56240;PLOUAY;PLOUE;56166;02 97 33 37 22;_;ec.0561406z@ac-rennes.fr;_;_;47.918193899814504;-3.34157004090042
Public;Publik;Collège;Skolaj;56;0560037L;Collège Marcel Pagnol;Skolaj Marcel Pagnol;Rue de Manehouarn;Straed Manehouarn;56240;PLOUAY;PLOUE;56166;02 97 33 32 23;02 97 33 25 66;Ce.0560037l@ac-rennes.fr;_;_;47.917321261063755;-3.340510625951712
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561117K;Ecole Privée Saint Melaine;Skol brevez Sant Melan;Rue Pierre de Coubertin;Straed Pierre de Coubertin;56500;PLUMELIN;PLUVERIN;56174;02 97 44 11 39;02 97 44 13 64;ec.0561117K@ac-rennes.fr;eco56.stme.plumelin@eco.ecbretagne.org;_;47.860064443358674;-2.886570691738269
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561122R;Ecole Saint-Gilles;Skol Sant Jili;22 rue Claude de Mirabeau;22 straed Claude de Mirabeau;56400;PLUNERET;PLUNERED;56176;02 97 57 71 91;02 97 57 71 91;eco56.stgi.meriadec@eco.ecbretagne.org;_;http://ecole.stgilles.meriadec.over-blog.com/;47.694441761475005;-2.895959979381236
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561120N;Ecole Saint-Joseph;Skol Sant Jozeb;1 rue docteur Laënnec;1 straed an Doktor Laeneg;56400;PLUNERET;PLUNERED;56176;02 97 24 00 49;02 97 24 00 49;ec.0561120N@ac-rennes.fr;eco56.stjo.pluneret@eco.ecbretagne.org;http://saintjosephpluneret.free.fr/;47.674691490197056;-2.956509822962622
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560387S;École Publique Germaine Tillion;Skol bublik Germaine Tillion;Place François Mitterrand;Plasenn François Mitterrand;56400;PLUNERET;PLUNERED;56176;02 97 56 34 09;_;ec.0560387s@ac-rennes.fr ;_;www.ecole-publique-pluneret.ac-rennes.fr;47.6758428828358;-2.959522838643296
Public;Publik;Collège;Skolaj;56;0561616C;Collège de Kerfontaine;Skolaj Kerfetan;Impasse de Kerfontaine;Hent-dall Kerfetan;56400;PLUNERET;PLUNERED;56176;02 97 56 61 18;02 97 56 20 29;Ce.0561616c@ac-rennes.fr;_;http://www.college-dekerfontaine-pluneret.ac-rennes.fr/index.htm;47.67372729350005;-2.9633701832608836
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561123S;Ecole Saint-Guigner;Skol Sant Winier;19 rue de la Libération;19 straed an Dieubidigezh;56330;PLUVIGNER;PLEUWIGNER;56177;02 97 24 75 69;02 97 50 91 64;ec.0561123S@ac-rennes.fr;_;_;47.77804627291557;-3.0137994012791216
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561344G;École publique Joseph Rollo;Skol bublik Joseph Rollo;3 rue Jean Moulin;3 straed Jean Moulin;56330;PLUVIGNER;PLEUWIGNER;56177;02 97 24 73 73;02 97 24 71 23;ec.0561344g@ac-rennes.fr;_;_;47.77804904245806;-3.0118499295267904
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561127W;Ecole Saint-Joseph-Le-Château;Skol Sant Jozeb - ar C'hastell;11 avenue Napoléon 1er;11 bali Napoleon 1añ;56300;PONTIVY;PONDI;56178;02 97 27 99 64;02 97 25 62 68;ec.0561127W@ac-rennes.fr;ecole.lechateau@orange.fr ;http://www.ecole-st-joseph-le-chateau-pontivy.fr/;48.064928193736094;-2.964100291600307
Catholique;Katolik;Collège;Skolaj;56;0560110R;Collège les Saints-Anges;Skolaj an Aeled Santel;21 rue Jean-Marie de la Mennais;21 straed Jean-Marie de la Mennais;56300;PONTIVY;PONDI;56178;02 97 25 25 30;02 97 25 18 62;ce.0560110R@ac-rennes.fr;_;http://www.college-les-saints-anges-pontivy.org;48.065431230705784;-2.9624202990714488
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561811P;Skol Diwan Pondi;Skol Diwan Pondi;Quai des Récollets;Kae ar Rekolezed;56300;PONTIVY;PONDI;56178;02 97 25 48 82 / 09 97 25 48 82 ;09 97 25 48 82 ;ec.0561811P@ac-rennes.fr;skoldiwanpondi@gmail.com;https://skoldiwanpondi.jimdofree.com/;48.073529739788775;-2.9637196029047597
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560704L;École Jules Ferry;Skol Jules Ferry;2 quai Presbourg;2 kae Presbourg;56300;PONTIVY;PONDI;56178;02 97 25 05 04;_;ec.0560704l@ac-rennes.fr;_;_;48.0686643452983;-2.9677104693839085
Public;Publik;Ecole maternelle;Skol-vamm;56;0561437H;Ecole maternelle Pierre Thomas;Skol-vamm Pierre Thomas;Rue George Sand;Straed George Sand;56620;PONT-SCORFF;PONT-SKORF;56179;02 97 32 63 60;_;ec.0561437h@ac-rennes.fr;maternelle-pierrethomas@orange.fr;_;47.833591090660825;-3.400780472560689
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0560257A;Ecole élémentaire Marc Chagall;Skol-gentañ Marc Chagall;6 rue Monseigneur Duparc;6 straed an Aotrou Duparc;56620;PONT-SCORFF;PONT-SKORF;56179;02 97 32 63 30;02 97 32 63 30;ec.0560257a@ac-rennes.fr;ep.mchagall@wanadoo.fr;_;47.833077563343444;-3.401650539595265
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561138H;Ecole Notre Dame;Skol an Itron-Varia;23 rue de la Laine;23 straed ar Gloan;56230;QUESTEMBERT;KISTREBERZH;56184;02 97 26 14 70;02 97 26 51 47;ec.0561138H@ac-rennes.fr;_;_;47.65909524882964;-2.4552896634743764
Public;Publik;Ecole maternelle;Skol-vamm;56;0560723G;Ecole Beau Soleil;Skol Heol Kaer;Rue du calvaire;Straed ar C'halvar;56230;QUESTEMBERT;KISTREBERZH;56184;02 97 26 58 79;_;ec.0560723g@ac-rennes.fr;_;_;47.66043544198954;-2.4486386093411467
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0561374p;Ecole Beau Soleil;Skol Heol Kaer;Place Jacques Prévert;Plasenn Jacques Prévert;56230;QUESTEMBERT;KISTREBERZH;56184;640684328;_;ec.0561374p@ac-rennes.fr;_;_;47.657575670771514;-2.45066035325886
Catholique;Katolik;Collège;Skolaj;56;0560166B;Collège Saint Joseph;Skolaj Sant Jozeb;1 boulevard Saint Pierre - BP 20021;1 boulouard Sant-Pêr - BP 20021;56231;QUESTEMBERT;KISTREBERZH;56184;297261145;_;ce.0560166B@ac-rennes.fr;_;http://www.stjo-questembert.fr;47.66296192905463;-2.4540803854723245
Public;Publik;Ecole maternelle;Skol-vamm;56;0561390G;Ecole Anatole France;Skol Anatole France;Rue Anatole France;Straed Anatole France;56530;QUEVEN;KEWENN;56185;02 97 05 00 40;_;ec.0561390g@ac-rennes.fr;_;_;47.78773109283074;-3.413146587739573
Public;Publik;Ecole élémentaire;Skol-gentañ;56;0560726K;Ecole élémentaire Anatole France;Skol Anatole France;Rue Anatole France;Straed Anatole France;56530;QUEVEN;KEWENN;56185;02 97 05 04 99;_;ec.0560726k@ac-rennes.fr;_;_;47.78773109283074;-3.413146587739573
Public;Publik;Collège;Skolaj;56;0561384A;Collège Joseph Kerbellec;Skolaj Joseph Kerbeleg;Route de Gestel - BP 13;Hent Yestael - BP 13;56530;QUEVEN;KEWENN;56185;02 97 05 08 58;02 97 05 08 75;Ce.0561384a@ac-rennes.fr;_;_;47.791051439333486;-3.4251199684128046
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561914B;Skol Diwan Rianteg;Skol Diwan Rianteg;Impasse des écoles;Hent-dall ar skolioù;56670;RIANTEC;RIANTEG;56193;02 97 84 50 63;_;skol.diwan.rianteg@gmail.com;_;http://diwan-rianteg.org/;47.71107288106187;-3.3126796373863177
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561589Y;Ecole Notre-Dame;Skol an Itron-Varia;9 rue Général de Gaulle;9 straed ar Jeneral de Gaulle;56890;SAINT-AVE;SANT-TEVE;56206;02 97 60 74 81;02 97 60 76 23;ec.0561589Y@ac-rennes.fr;saint.ave.ecolenotredame@wanadoo.fr;http://www.saint-ave-ecolenotredame.fr/;47.69074690491916;-2.7332399235315576
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560444D;Ecole Julie Daubié;Skol Julie Daubié;Rue Olivier de Clisson;Straed Olier Klison;56890;SAINT-AVE;SANT-TEVE;56206;02 97 60 79 73;_;ec.0560444d@ac-rennes.fr;ecole.julie-daubie@saint-ave.fr;_;47.692513602493136;-2.7369202139285784
Catholique;Katolik;Collège;Skolaj;56;0561840W;Collège Notre-Dame;Skolaj an Itron-Varia;9 rue Général de Gaulle;2 rue Baudelaire;56890;SAINT-AVE;SANT-TEVE;56206;02 97 60 74 81;02 97 60 76 23;ec.0561589Y@ac-rennes.fr;saint.ave.ecolenotredame@wanadoo.fr;http://www.saint-ave-ecolenotredame.fr/;47.69450421872205;-2.740559417428009
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561306R;Ecole Sainte Anne;Skol Santez Anna;3 rue de Keranna;3 straed Kêr Anna;56400;SAINTE-ANNE-D'AURAY;SANTEZ-ANNA-WENED;56263;02 97 57 65 48;02 97 57 65 48;ec.0561306R@ac-rennes.fr;ecole.sainte.anne.auray@wanadoo.fr;http://ecolesteanne-sainteannedauray.eklablog.com/;47.703618768381915;-2.955759764888468
Catholique;Katolik;Collège;Skolaj;56;0561545A;Collège-lycée Sainte Anne;Skolaj-Lise Santez Anna;2 Rue de Locmaria;2 straed Lokmaria;56400;SAINTE-ANNE-D'AURAY;SANTEZ-ANNA-WENED;56263;02 97 57 62 84;02 97 57 74 07;ce.0561545A@ac-rennes.fr;_;http://www.sainteanne-saintlouis.fr/;47.703875785022966;-2.9522596697255525
Catholique;Katolik;Lycée;Lise;56;0560119A;Lycée Sainte Anne Saint Louis;Lise Santez Anna Sant Loeiz;2 rue de Lokmaria;2 straed Lokmaria;56400;SAINTE-ANNE-D'AURAY;SANTEZ-ANNA-WENED;56263;297576284;_;Lycee.Sainte.Anne.Auray@wanadoo.fr;_;_;47.704263051379584;-2.952329743334857
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560480T;Ecole Marie Le Franc;Skol Marie Le Franc;30 rue de Brenudel;30 straed Brenudel;56370;SARZEAU;SARZHAV;56240;02 97 41 72 00;02 97 41 86 00;ec.0560480t@ac-rennes.fr;_;_;47.53027223851755;-2.7594997341678607
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561422S;Ecole primaire Albert Guyomard;Skol Kentañ Derez Albert Gwioñvarc'h;Impasse Pierre Loti;Hent-dall Pierre Loti;56860;SENE;SINE;56243;02 97 47 18 61;_;ec.0561422s@ac-rennes.fr;_;http://www.ecole-mater-albert-guyomard-sene.ac-rennes.fr/;47.652899920931915;-2.7279596915266344
Public;Publik;Collège;Skolaj;56;0561622J;Collège Cousteau;Skolaj Cousteau;Quartier Saint Laurent;Karter Sant Laorañs;56860;SENE;SINE;56243;02.97.47.13.40;_;ce.0561622j@ac-rennes.fr;_;http://www.collegecousteau.fr/;47.648624929443905;-2.719039411387147
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561276H;Ecole Saint-André;Skol Sant Andrev;14 rue des Ecoles;14 Straed ar Skolioù;56450;SURZUR;SURZHUR;56248;02 97 42 00 93;02 97 42 00 93;ec.0561276H@ac-rennes.fr;eco56.stan.surzur@eco.ecbretagne.org;http://www.ecolestandresurzur.fr/;47.58049145707447;-2.633640351062139
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561707B;Ecole Sainte Cécile;Skol Santez Sesil;Rue Joseph Le Digabel, BP 42;Straed Joseph an Digabell - B.P. 42;56450;THEIX-NOYALO;TEIZ-NOALOU;56251;02 97 43 04 97;02 97 43 23 56;ec.0561707B@ac-rennes.fr;sainte-cecile2@wanadoo.fr;http://ecole-sainte-cecile-theix.fr/;47.62988631235759;-2.6526299671283935
Catholique;Katolik;Collège;Skolaj;56;0561940E;Collège Notre-Dame La Blanche;Skolaj Itron-Varia Wenn;1 rue Jean Romieu;1 straed Jean Romieu;56450;THEIX-NOYALO;TEIZ-NOALOU;56251;02 97 43 27 32;_;ce.0561940E@ac-rennes.fr;_;http://college.ndlb.fr;47.62545869682795;-2.6574196762844537
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0560496K;Ecole publique Marie Curie;Skol bublik Marie Curie;Rue Pierre et Marie Curie;Straed Pierre ha Marie Curie;56450;THEIX-NOYALO;TEIZ-NOALOU;56251;02 97 43 18 18;_;ec.0560496k@ac-rennes.fr;info@ecole-publique-theix.fr;http://www.ecole-publique-marie-curie-theix.ac-rennes.fr/;47.631306654371556;-2.6563905049151875
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;56;0561290Y;Ecole Françoise d'Amboise;Skol Frañseza Amboaz;19 avenue Paul Cézanne;19 bali Paul Cézanne;56000;VANNES;GWENED;56260;02 97 63 33 87;_;ec.0561290Y@ac-rennes.fr;info@ecole-francoisedamboise-vannes.fr ;http://www.ecole-francoisedamboise-vannes.fr/;47.67346203759399;-2.7696293607482683
